RECRUIT_ID,PERSON_ID,LABEL
513553,5494488,1
513553,5504501,1
513553,5509213,1
513553,5526725,1
513553,5527397,0
513553,5551175,0
513553,5552541,0
513553,5552702,0
513553,5568991,1
513553,5574200,0
513553,5575443,1
513553,5588187,0
513553,5627943,0
513553,5628747,1
513553,5656408,0
513553,5658020,1
513553,5663285,1
513553,5668355,1
513553,5679686,1
513553,5684938,1
513553,5685871,0
513553,5692253,0
513553,5706689,1
513553,5707058,0
513553,5715823,0
513553,5718388,1
513553,5742189,1
513553,5760235,1
513553,5777665,0
513553,5778231,0
513553,5780014,0
513553,5782614,0
513553,5791857,0
513553,5803374,1
513553,5805149,1
513553,5812214,0
513553,5812551,1
513553,5822201,0
513553,5825019,0
513553,5826904,0
513553,5832745,1
513553,5838741,1
513553,5847148,1
513553,5847159,0
513553,5854661,1
513553,5861650,0
513553,5862820,0
513553,5865039,0
513553,5873220,1
513553,5879685,0
513553,5884702,1
513553,5885962,1
513553,5886995,0
513553,5889939,0
513553,5896576,0
513553,5910224,1
513553,5912658,1
513553,5915260,0
513553,5920221,1
513553,5928162,1
513553,5932817,0
513553,5937074,0
513553,5949636,1
513553,5950665,0
513553,5955228,1
513553,5960497,0
513553,5960519,0
513553,5961429,1
513553,5963314,1
513553,5965116,1
513553,5966557,0
513553,5971716,0
513553,5979137,0
513553,5982354,0
513553,5986596,1
513553,5987598,1
513553,5997477,0
513553,5998005,0
513553,6001312,0
513553,6002077,0
513553,6003211,0
513553,6004192,1
513553,6005589,1
513553,6007114,0
513553,6009395,1
513553,6010458,0
513553,6011484,0
513553,6014266,1
513553,6015967,1
513553,6016366,0
513553,6017843,0
513553,6019045,0
513553,6020759,0
513553,6025420,0
513553,6026583,0
513553,6031144,0
513553,6031770,1
513553,6031858,1
513553,6032754,0
513553,6033868,0
513553,6038691,0
513553,6038955,0
513553,6039172,1
513553,6039444,1
513553,6039465,1
513553,6039661,1
513553,6039737,1
513553,6039849,0
513553,6040191,1
513553,6040783,1
513553,6041262,0
513553,6041264,0
513553,6041354,1
513553,6041470,0
513553,6041689,1
513553,6041716,1
513553,6042169,0
513553,6042349,0
513553,6042864,0
513553,6042874,1
513553,6043475,1
513553,6043581,0
513553,6044101,1
513553,6044240,1
513553,6045389,0
513553,6045821,0
513553,6047036,0
513553,6047545,0
513553,6047832,0
513553,6047936,0
513553,6047965,0
513553,6047987,1
513553,6048749,1
513553,6048836,0
513553,6049775,1
513553,6049935,0
513553,6050084,1
513553,6050135,0
513553,6051344,0
513553,6052090,1
513553,6052727,0
513553,6053149,1
513553,6053784,1
513553,6056096,0
513553,6056241,0
513553,6056930,0
513553,6057402,0
513553,6057950,0
513553,6058989,1
513553,6059621,1
513553,6059711,0
513553,6060107,0
513553,6061397,1
513553,6065131,1
513553,6095310,0
513553,6098959,1
513553,6111990,1
513553,6112574,1
513553,6130703,1
513553,6130744,0
513553,6131256,1
513553,6137370,0
513553,6139287,0
513553,6155655,0
513553,6168536,0
513553,6169603,1
513553,6179666,1
513553,6183919,0
513553,6185225,1
513553,6192589,0
513553,6201921,1
513553,6210050,1
513553,6212946,0
513553,6217756,1
513553,6220347,0
513553,6221496,0
513553,6221834,0
513553,6224208,1
513553,6225121,1
513553,6225226,1
513553,6225373,1
513553,6225428,0
513553,6225578,1
513553,6226559,1
513553,6227123,0
513553,6229276,1
513553,6229377,0
513553,6230046,1
513553,6232854,0
513553,6237601,0
513553,6238680,0
513553,6239071,1
513553,6240229,1
513553,6240783,0
513553,6241749,0
513553,6242091,1
513553,6244732,0
513553,6244780,1
513553,6245048,1
513553,6245400,1
513553,6246026,0
513553,6246836,1
513553,6246921,1
513553,6247786,1
513553,6248875,1
513553,6249697,0
513553,6252598,1
513553,6252655,1
513553,6253152,1
513553,6254666,0
513553,6255352,0
513553,6255381,1
513553,6255946,0
513553,6256516,1
513553,6256656,0
513553,6257569,0
513553,6257747,0
513553,6257933,0
513553,6258368,1
513553,6258559,1
513553,6258927,1
513553,6261589,0
513553,6261653,0
513553,6261890,1
513553,6261978,0
513553,6262200,0
513553,6263117,0
513553,6263197,1
513553,6263911,0
513553,6265193,1
513553,6266416,0
513553,6267072,0
513553,6270197,1
513553,6274334,0
513553,6275272,1
513553,6277015,1
513553,6279833,0
605582,316329083,1
613154,4673655,0
613154,4675336,1
613154,6192411,1
613154,6253095,0
613154,6271207,0
613154,6298098,0
613154,6311042,0
613154,6311578,1
629854,4927553,0
629854,5278941,0
629854,5762026,0
629854,5864057,0
629854,6033391,0
629854,6126689,1
629854,6136045,1
629854,6185711,0
629854,6231642,1
629854,6283566,1
629854,6294300,0
629854,6316163,1
629854,6317772,1
629854,6318974,0
629854,316169005,1
629854,316221048,1
629854,316235930,0
629854,316256662,0
629854,316467952,1
629854,316552917,1
629854,316584326,0
630473,5464737,1
630473,6250344,0
630473,320078937,0
630490,5583752,1
630490,5957326,1
630490,6102431,1
630490,6131863,1
630490,6145143,1
630490,6183934,1
630490,6187660,0
630490,6196567,1
630490,6203704,1
630490,6213097,1
630490,6218237,1
630490,6226056,0
630490,6242128,1
630490,6254602,0
630490,6257124,0
630490,6259377,1
630490,6263384,0
630490,6266259,1
630490,6268600,0
630490,6271207,1
630490,6271333,1
630490,6272875,1
630490,6274028,0
630490,6274188,1
630490,6280950,1
630490,6283037,1
630490,6287335,1
630490,6299992,0
630490,6301000,1
641110,2746238,0
641110,5265786,1
641110,5729025,0
641110,5962371,1
641110,6003624,0
641110,6113771,0
641110,6156038,0
641110,6247258,1
641110,6285490,0
641110,6307243,1
641110,6317948,0
653758,1801726,1
653758,3637646,0
653758,4653313,1
653758,4803404,0
653758,5307089,0
653758,5839467,0
653758,5890014,0
653758,6027521,0
653758,6294023,1
653758,316594034,1
653758,317636970,1
653758,319542959,0
653758,319897935,0
653758,320630912,1
653758,320845916,1
653758,320902938,0
653758,320936966,1
653758,321076911,0
653758,321088937,0
653758,321166921,0
653758,321249943,1
653758,321374918,1
658873,5577617,0
658873,6211325,0
658873,6256244,1
684118,958616,0
684118,4255428,1
684118,4399497,1
684118,4432759,1
684118,4673655,0
684118,4873703,0
684118,5356814,0
684118,5457989,1
684118,5494101,0
684118,5629218,1
684118,5787208,0
684118,5820195,0
684118,5874016,1
684118,5904323,1
684118,5916220,0
684118,5945812,1
684118,5981620,1
684118,5982351,1
684118,5995419,0
684118,5996679,1
684118,5998238,1
684118,6001405,0
684118,6003151,1
684118,6003358,0
684118,6005831,1
684118,6008237,1
684118,6011716,0
684118,6014257,1
684118,6024672,0
684118,6025850,1
684118,6030022,1
684118,6031933,1
684118,6033256,1
699671,2438477,0
699671,2649408,0
699671,3093179,0
699671,4581510,1
699671,4946683,1
699671,4952791,1
699671,5006748,1
699671,5506142,0
699671,5638545,1
699671,5658698,1
699671,5733172,0
699671,5773724,0
699671,5831147,0
699671,5858921,0
699671,5872526,0
699671,5920392,1
699671,5994855,0
699671,6008447,0
699671,6021536,1
699671,6069095,0
699671,6100426,1
699671,6111506,1
699671,6135359,0
699671,6145081,0
699671,6151649,1
699671,6157664,0
699671,6170683,1
699671,6173553,0
699671,6178635,0
699671,6179031,0
699671,6180818,1
699671,6194817,0
699671,6197844,1
699671,6202446,0
699671,6202571,1
699671,6208824,1
699671,6209687,0
699671,6213411,1
699671,6215584,0
699671,6218118,1
699671,6218906,0
699671,6224864,0
699671,6225304,1
699671,6226163,1
699671,6226811,0
699671,6227784,0
699671,6227864,1
699671,6228034,0
699671,6228344,0
699671,6231524,0
699671,6236833,0
699671,6239102,1
699671,6243440,0
699671,6244120,0
699671,6249115,0
699671,6249422,0
699671,6252457,1
699671,6252609,1
699671,6256528,1
699671,6257923,0
699671,6258653,0
699671,6263554,1
699671,6266926,0
710899,4913192,0
710899,316191964,0
710899,316301939,0
710899,316535904,0
710899,316753933,0
711437,321365936,1
714735,5552696,0
715123,3559690,0
715123,3633029,0
715123,5253873,0
715123,5454884,1
715123,5491295,0
715123,5564694,0
715123,5721301,0
715123,6131549,1
715123,6136117,0
715123,6137282,1
715123,6141119,0
715123,6148887,1
715235,3456070,1
715235,5254226,1
715235,5430644,1
715235,5905595,0
715235,6013055,0
715235,6024309,1
715235,6109541,0
715235,6158870,0
715235,6159354,0
715314,6058460,1
716883,3076457,1
716883,5243354,1
716883,5551647,0
716883,5941657,0
717579,1304346,1
717579,1663660,0
717579,2542900,1
717579,4633146,0
717579,4652149,1
717579,5055393,0
717579,5410232,0
717579,5452584,1
717579,5471015,0
717579,5651239,1
717579,6002587,1
717579,6117333,0
717579,6129365,0
717579,6131189,0
717579,6132524,1
717579,6133471,1
717579,6136406,1
717579,6145058,1
717579,6154527,0
717579,6156379,1
717579,6160511,1
717579,6173658,1
717579,6175901,1
717579,6178448,0
717579,6179781,0
717579,6181710,0
717579,6213856,0
717579,6225304,1
717837,5644511,1
722238,7820,0
722238,1790299,0
722238,2534208,1
722238,3095899,1
722238,3164098,0
722238,4850282,1
722238,5027689,1
722238,5270410,1
722238,5500478,0
722238,5536692,1
722238,5726066,1
722238,5733336,1
722238,5733382,1
722238,5806054,0
722238,5849661,1
722238,5858891,0
722238,5871714,1
722238,6065726,0
722238,6081219,1
722238,6111715,1
722238,6123693,0
722238,6134228,1
722238,6162144,1
722238,6169876,1
722238,6180594,1
722238,6181710,1
722238,6226253,1
723063,6205752,1
723063,6231457,1
723063,316327060,1
724132,220792,1
724132,2537079,0
724132,2745586,1
724132,4263836,1
724132,4991502,0
724132,5073025,1
724132,5352755,1
724132,5458754,0
724132,5672708,0
724132,5724276,1
724132,5790225,0
724132,5860231,1
724132,5966220,1
724132,5982303,1
724132,6005681,1
724132,6018926,1
724132,6102178,1
724132,6102529,1
724132,6114847,0
724132,6118174,0
724132,6125437,1
724132,6126775,0
724132,6127316,1
724132,6128498,0
724132,6129119,0
724132,6139168,0
724132,6143435,0
724437,2350006,1
724437,2949520,1
724437,4596679,0
724437,4816168,0
724437,4979382,0
724437,4979385,0
724437,5335917,1
724437,5449196,0
724437,5562539,1
724437,5657971,1
724437,5939710,0
724437,6003857,1
724437,6105644,0
724437,6109334,0
724437,6115309,1
724437,6121475,0
724437,6122766,0
724437,6139527,0
724437,6141313,0
724444,4804961,0
724444,5853405,0
724444,5891243,1
724444,6316070,1
724643,69481,0
724643,655155,0
724643,789527,0
724643,937577,0
724643,1880400,0
724643,2318476,1
724643,3023278,1
724643,3116059,0
724643,3451348,0
724643,4147090,0
724643,4162369,1
724643,4409530,0
724643,4603421,0
724643,4627397,1
724643,4639372,1
724643,4652089,1
724643,5275845,0
724643,5285992,1
724643,5576382,1
724643,5690410,1
724643,5807933,0
724643,6082059,1
724643,6290271,0
724643,316743996,0
724643,317591948,0
724933,5403610,1
724937,2140410,1
724937,5226323,1
724944,4887734,0
727367,234263,1
727367,330554,0
727367,2089760,0
727367,4581510,1
727367,5068201,0
727367,5082217,1
727367,5120043,0
727367,5132606,1
727367,5278395,0
727367,5403024,0
727367,5525569,0
727367,5720999,0
727367,5781209,0
727367,5896905,1
727367,5902510,1
727367,5904090,1
727367,5941727,1
727367,5985624,0
727367,5987137,0
727367,5992706,0
727367,5997089,1
727367,6011035,0
727367,6012839,1
727367,6018311,1
727367,6024174,1
727367,6036387,0
727367,6043170,1
727367,6043885,0
727367,6056715,0
727367,6060471,0
727367,6068303,1
727367,6079084,0
727367,6095874,0
727367,6096560,1
727367,6102505,0
727367,6108389,1
727367,6110407,1
727367,6114379,0
727367,6139716,1
728030,6302585,0
728030,317028977,0
728030,317028994,1
728784,4613033,0
728784,4802826,1
728784,4857457,1
728784,5149278,1
728784,6145863,0
728784,6234297,1
728784,6237114,1
728784,6310432,1
728784,316231043,1
728784,316256478,0
728784,316316938,1
728784,316392950,0
728784,316396926,1
728784,316450009,1
728784,316507932,0
736802,316261152,0
741514,319574901,1
741514,319961922,1
742064,5847984,1
742064,5954980,0
742064,5980169,1
742066,5986676,0
742175,3162526,1
742175,4726233,1
742175,4729770,0
742175,5186654,0
742175,5343168,1
742175,5503146,0
742175,5766326,1
742175,5843903,1
742175,5847984,1
742175,5903576,0
742175,5948294,0
742175,5979053,1
742175,5987650,1
742175,5994827,0
742175,6000155,1
742176,1312928,0
742176,3790188,0
742176,4023538,1
742176,4982288,0
742176,5117904,1
742176,5177224,0
742176,5365089,0
742176,5393230,0
742176,5425974,1
742176,5479053,0
742176,5534088,0
742176,5555317,0
742176,5595454,0
742176,5614353,1
742176,5623408,1
742176,5689641,0
742176,5737587,0
742176,5747751,1
742176,5892295,0
742176,5903480,0
742176,5921899,0
742176,5924664,0
742176,5932528,1
742176,5949120,1
742176,5968087,1
742176,5968435,0
742176,5973766,0
742176,5979200,1
742176,5979533,0
742176,5980223,1
742176,5982517,1
742176,5986295,1
742176,5989042,1
742176,5990140,0
742176,5993069,1
742176,5995367,0
742176,5995963,1
742176,5997469,1
742176,5997792,1
742176,5998266,1
742176,5999081,1
742176,5999484,0
742176,6001068,0
742176,6001083,1
742176,6004017,1
742176,6006445,0
742176,6010370,0
742177,1769489,0
742177,4611067,1
742177,5307855,1
742177,5376514,1
742177,5505759,0
742177,5544044,1
742177,5622544,1
742177,5689641,1
742177,5837345,0
742177,5881208,1
742177,5889648,1
742177,5909154,1
742177,5922705,1
742177,5936569,0
742177,5938280,1
742177,5944915,0
742177,5968955,1
742177,5977338,1
742177,5978018,0
742177,5991998,1
742177,5992640,1
742177,5993516,1
742177,5994312,0
742177,5996954,0
742177,6001094,0
742177,6004270,0
742177,6004496,1
742177,6009801,1
742179,2939076,1
742179,5018893,0
742179,5186029,1
742179,5274920,0
742179,5415936,1
742179,5534088,1
742179,5758631,1
742179,5805081,0
742179,5836111,0
742179,5928995,0
742179,5948294,0
742179,5967950,0
742179,5984073,1
742179,6005974,1
742179,6008984,0
742999,277284,0
742999,497273,1
742999,750559,1
742999,847290,0
742999,922378,0
742999,1233877,0
742999,2334986,0
742999,2725347,1
742999,2966307,0
742999,3352320,1
742999,3618826,1
742999,4230319,0
742999,4859241,0
742999,4913442,1
742999,4964351,0
742999,5132444,0
742999,5419676,0
742999,5511998,1
742999,5709406,1
742999,5709946,0
742999,5718744,0
742999,5723763,0
742999,5772986,0
742999,5789227,1
742999,5915832,1
742999,5951792,1
742999,5967515,0
742999,5968325,1
742999,5977424,0
742999,5981620,0
742999,5985875,1
742999,5994377,1
742999,5995156,0
742999,6000164,1
742999,6004870,1
742999,6009695,0
742999,6011259,0
742999,6012206,0
742999,6015581,1
742999,6026160,1
742999,6028445,0
742999,6029232,0
742999,6032481,0
742999,6042002,0
742999,6044916,0
742999,6050179,1
742999,6050522,0
742999,6051002,1
742999,6054848,1
742999,6058721,0
742999,6064480,1
742999,6065799,1
742999,6066344,1
742999,6067973,1
742999,6068476,0
742999,6069150,1
742999,6069239,1
742999,6076007,1
742999,6076733,0
742999,6078132,1
742999,6078199,1
742999,6085884,1
742999,6088288,1
742999,6093097,0
742999,6098203,0
742999,6103810,0
742999,6105321,1
742999,6108903,1
742999,6112955,1
742999,6119007,1
742999,6119929,0
742999,6120138,0
742999,6120190,0
742999,6120918,1
742999,6120928,1
742999,6122607,1
742999,6126874,0
742999,6132986,0
742999,6134480,0
742999,6164672,0
742999,6174665,0
742999,6175145,0
742999,6175593,0
742999,6191930,0
742999,6196480,0
743653,936610,0
743653,2517550,0
743653,3945637,1
743653,4265359,0
743653,5114890,0
743653,5306556,0
743653,5418096,0
743653,5467482,0
743653,5505759,1
743653,5613615,1
743653,5689641,1
743653,5708919,0
743653,5889648,1
743653,5925665,1
743653,5945859,0
743653,5966349,0
743653,5969847,0
743653,5970152,0
743653,5974904,0
743653,5976770,1
743653,5991617,1
743653,5996107,1
743653,6005082,1
743653,6005492,0
743653,6009336,1
743653,6009801,0
743653,6011942,1
743653,6012474,0
743653,6013507,0
743653,6018879,1
743653,6019124,1
743653,6024958,1
743653,6027924,1
744440,5407728,1
744440,5750026,0
744440,5799025,0
744440,6000266,1
745292,438556,0
745292,3840609,0
745292,4633656,1
745292,4677426,0
745292,4833467,1
745292,4856777,1
745292,5053006,1
745292,5135302,0
745292,5430078,1
745292,5442052,1
745292,5446447,0
745292,5448420,0
745292,5509223,0
745292,5521815,0
745292,5588611,0
745292,5600933,1
745292,5610844,0
745292,5660716,1
745292,5677103,1
745292,5707019,0
745292,5727398,1
745292,5741227,1
745292,5767353,0
745292,5779573,0
745292,5784958,1
745292,5838195,1
745292,5858528,1
745292,5874543,0
745292,5891873,1
745292,5892554,0
745292,5910491,1
745292,5917541,1
745292,5951578,0
745292,5975407,0
745292,5984070,1
745292,5995683,1
745292,5997615,0
745292,5999634,0
745292,6000427,1
745292,6006124,1
745292,6007888,0
745292,6008495,1
745292,6008569,1
745292,6009838,1
745292,6018968,1
745292,6019684,1
745292,6020151,0
745292,6020619,0
745292,6022160,1
745292,6022871,1
745292,6025351,1
745292,6025596,0
745292,6026717,0
745292,6029084,1
745292,6030694,0
745292,6030925,1
745292,6032815,1
745292,6033959,1
745292,6036236,0
745759,4022758,1
745759,5484283,1
745759,5937886,0
745759,5958318,1
745759,6005347,0
746437,4859462,0
746437,5629025,1
746437,5961695,1
746437,6260576,0
746437,317013989,0
746437,317384943,1
746437,320625906,0
746437,320713947,1
746979,1365236,0
746979,3233290,1
746979,3328148,1
746979,4998530,1
746979,5003052,1
746979,5485441,1
746979,5517241,0
746979,5549565,1
746979,5723763,0
746979,5749097,0
746979,5759045,0
746979,5854469,1
746979,5922146,1
746979,5969847,1
746979,5976510,0
746979,5979821,0
746979,5981429,0
746979,5986218,1
746979,5998007,0
746979,5999902,0
746979,6007069,0
746979,6007892,0
746979,6008463,1
746979,6009491,0
746979,6009616,0
746979,6009635,1
746979,6013943,0
746979,6019207,1
746979,6029911,1
746979,6031765,1
746979,6031975,1
746979,6038199,0
746979,6039835,1
746979,6044575,1
746979,6045077,1
746979,6045461,1
746979,6048163,1
749277,4794947,1
749277,5094317,0
749277,6131986,1
749277,6136311,0
749277,6138968,1
750699,5201620,1
750699,5618691,0
750699,5973575,1
750699,5985624,1
750699,5987182,1
750699,5997089,1
750699,6046890,0
751813,531971,1
751813,2949339,0
751813,4448349,0
751813,4893498,0
751813,5186751,1
751813,5217743,1
751813,319780973,0
752116,2253209,0
752116,3753530,1
752116,4518117,0
752116,4577117,1
752116,4888047,1
752116,4907181,0
752116,4936776,0
752116,5115591,1
752116,5352931,0
752116,5448714,1
752116,5670958,0
752116,5838835,1
752116,5846594,0
752116,5874786,0
752116,5924197,0
752116,5929590,1
752116,5960519,0
752116,5962896,1
752116,5995434,0
752116,6001319,1
752116,6045389,1
752116,6050883,1
752116,6053269,0
752116,6072941,1
752116,6074620,0
752116,6078532,1
752116,6089558,1
752116,6099992,0
752116,6105016,1
752116,6109269,0
752116,6111990,1
752116,6114200,1
752116,6116216,1
752116,6123232,0
752116,6125724,0
752116,6126722,1
752116,6128357,0
752116,6130703,0
752116,6130833,0
752116,6134250,0
752116,6135988,0
752116,6135989,0
752116,6136186,0
752116,6137005,1
752116,6139028,0
752116,6139721,1
752116,6139801,0
752116,6141108,0
752116,6141119,1
752116,6145945,0
752116,6146187,0
752116,6148504,1
752116,6149305,0
752116,6149695,0
752116,6150468,1
752116,6152131,1
752116,6155826,0
752116,6155996,0
752546,5986304,1
752548,679598,0
752549,5984132,0
752550,5985027,0
752551,5986304,1
752988,6139398,0
752988,6177341,1
752988,6179619,1
752988,6183770,0
752988,6224590,0
752988,6225108,1
753136,186040,1
753136,246950,1
753136,4868065,0
753136,5471012,0
753136,5804307,0
753136,5878956,1
753136,5928090,0
753136,6294551,0
753136,316256018,0
753136,318195983,1
753136,318201955,1
753136,320674926,0
753230,5544021,1
753230,5961350,1
753230,5985791,1
753230,5987182,0
753232,5990003,1
753256,5630239,0
753256,5982508,0
753256,5987137,0
753256,5988119,0
753267,2277536,1
753267,2279186,1
753267,3170967,0
753267,4716675,0
753267,4775085,0
753267,4912722,0
753267,5000083,1
753267,5237343,1
753267,5366218,1
753267,5401952,1
753267,5427030,1
753267,5525390,0
753267,5596528,1
753267,5615745,0
753267,5725435,1
753267,5725626,0
753267,5778231,0
753267,5786625,0
753267,5788058,1
753267,5799334,0
753267,5804961,0
753267,5841247,0
753267,5865208,0
753267,5884337,0
753267,5922740,1
753267,5966377,0
753267,5986118,1
753267,6002948,0
753267,6014509,1
753267,6016147,0
753267,6017304,1
753267,6018708,0
753267,6023908,0
753267,6024958,0
753267,6027915,0
753267,6028065,1
753267,6028957,0
753267,6031914,0
753267,6036955,0
753267,6038795,1
753267,6042733,1
753267,6046456,0
753267,6050762,0
753267,6051344,0
753267,6053339,0
753267,6063546,1
753268,4919458,1
753268,5144142,0
753268,5838313,1
753268,5875107,0
753268,5884337,0
753268,6003111,1
753268,6006363,0
753268,6010545,0
753268,6018068,1
753268,6018107,1
753268,6030852,1
753268,6032405,0
753268,6039748,1
753268,6045076,1
753268,6045099,1
753268,6050762,1
753268,6051335,1
753268,6056185,0
753269,4876452,0
753269,5145548,0
753269,5274939,0
753269,5409099,0
753269,5546899,0
753269,5728899,1
753269,5766326,1
753269,5931971,0
753269,5969226,0
753269,5971810,1
753269,5983077,0
753269,5986118,1
753269,5993175,1
753269,6008444,0
753269,6014509,1
753269,6058409,0
753269,6060440,0
753270,1905628,0
753270,5046899,1
753270,5981405,0
753270,5999087,0
753270,6039835,0
753270,6041642,1
753270,6047057,0
753294,1555646,1
753294,4795121,0
753294,5421218,1
753294,6046254,1
753294,6046277,1
753295,3681746,1
753295,4535656,0
753295,4633917,1
753295,4777226,1
753295,4912722,0
753295,4955222,0
753295,5145548,0
753295,5192878,0
753295,5313736,1
753295,5353038,0
753295,5468912,1
753295,5469102,0
753295,5525390,1
753295,5615745,1
753295,5728899,1
753295,5756116,0
753295,5798016,1
753295,5824007,1
753295,5855308,0
753295,5892295,0
753295,5930143,1
753295,5936711,0
753295,5954714,1
753295,5985296,0
753295,6001411,1
753295,6005486,1
753295,6010757,0
753295,6012949,1
753295,6013043,0
753295,6013245,0
753295,6022773,0
753295,6027820,0
753295,6032114,0
753295,6034853,1
753295,6040605,1
753295,6041073,1
753295,6047410,0
753295,6049097,1
753295,6051791,1
753295,6053356,1
753296,1627768,0
753296,4220347,1
753296,4931145,1
753296,5300589,0
753296,5419676,0
753296,5678853,1
753296,5681649,1
753296,5706209,0
753296,5728899,0
753296,5765013,1
753296,5828439,1
753296,5894190,0
753296,5936711,0
753296,5955088,1
753296,5996724,0
753296,5997805,0
753296,6003116,0
753296,6005714,0
753296,6009907,1
753296,6017304,0
753296,6020551,1
753296,6022892,0
753296,6023286,0
753296,6027138,0
753296,6027465,0
753296,6037837,0
753296,6042476,0
753296,6045823,0
753296,6052995,1
753296,6054142,1
753296,6056599,1
753296,6057403,0
753296,6068152,1
754719,5988126,1
755031,3154449,0
755031,4833467,0
755031,5171054,0
755031,5420724,1
755031,5439222,1
755031,5503425,1
755031,5505369,0
755031,5555828,1
755031,5570086,0
755031,5702936,1
755031,5727398,0
755031,5767353,1
